Route ID,Departure City,Arrival City,Departure Time,Arrival Time,Train Type,Days of Operation,First Class ticket rate (in euro),Second Class ticket rate (in euro)
R01040,Geneva,Lyon,12:10,14:42,Eurostar,Fri-Sun,94,60
R01042,Geneva,St. Gallen,18:25,21:35,Intercités,"Tue,Thu",62,44
R01043,Geneva,St. Gallen,14:05,16:47,IC,"Tue,Thu",61,42
R01045,Geneva,Zurich,19:45,07:35 (+1d),Nightjet,"Tue,Thu",316,181
R01046,Geneva,Zurich,17:00,19:19,Thalys,"Mon,Wed,Fri",87,52
R01054,Genoa,Pisa,20:55,08:40 (+1d),Nightjet,"Mon,Wed,Fri",370,220
R01055,Genoa,Pisa,9:15,12:23,RE,Mon-Fri,50,37
R01059,Ghent,Antwerp,12:45,16:46,TER,"Mon,Wed,Fri",73,55
R01060,Ghent,Antwerp,14:50,18:03,ICE,Mon-Fri,110,76
R01063,Ghent,Bruges,19:25,04:18 (+1d),Nightjet,Mon-Fri,234,137
R01064,Ghent,Bruges,13:25,18:25,RegioExpress,"Mon,Wed,Fri",83,62
R01072,Glasgow,Bristol,17:10,18:49,ICE,Sat-Sun,80,52
R01075,Glasgow,Cardiff,9:20,13:43,RE,Sat-Sun,49,41
R01076,Glasgow,Cardiff,11:25,12:59,IC,Daily,52,40
R01082,Glasgow,York,5:40,8:22,Intercités,Fri-Sun,78,50
R01086,Gothenburg,Copenhagen,9:35,11:51,Frecciarossa,"Mon,Wed,Fri",71,47
R01087,Gothenburg,Copenhagen,6:35,8:31,Eurostar,Daily,67,44
R01090,Gothenburg,Helsingborg,13:50,17:07,TER,Sat-Sun,53,40
R01091,Gothenburg,Helsingborg,15:15,16:31,AVE,Mon-Fri,61,38
R01092,Gothenburg,Lund,8:30,9:35,Thalys,Daily,37,27
R01095,Gothenburg,Oslo,11:10,16:13,Thalys,Daily,207,140
R01100,Gothenburg,Uppsala,7:25,9:29,IC,"Mon,Wed,Fri",39,27
R01114,Graz,Innsbruck,10:05,12:39,AVE,Sat-Sun,92,60
R01117,Graz,Linz,8:50,10:59,AVE,"Tue,Thu",55,41
R01119,Graz,Salzburg,14:45,17:30,RE,"Mon,Wed,Fri",39,31
R01120,Graz,Salzburg,11:45,13:08,EuroCity,Fri-Sun,34,23
R01121,Graz,Vienna,19:05,20:04,ICE,Sat-Sun,44,27
R01132,Grenoble,Clermont-Ferrand,12:30,14:41,InterCity,Sat-Sun,59,44
R01136,Grenoble,Lyon,18:10,23:33,RegioExpress,Mon-Fri,82,61
R01137,Grenoble,Lyon,18:15,02:58 (+1d),Nightjet,Mon-Fri,283,154
R01140,Hamburg,Amsterdam,6:55,9:17,Frecciarossa,Mon-Fri,81,56
R01141,Hamburg,Amsterdam,10:00,13:05,Italo,"Tue,Thu",112,82
R01143,Hamburg,Bremen,15:35,17:42,Railjet,"Tue,Thu",60,42
R01150,Hamburg,Kiel,11:30,15:11,Intercités,Daily,87,66
R01151,Hamburg,Kiel,17:20,20:45,Frecciarossa,"Mon,Wed,Fri",102,72
R01155,Hamburg,Rostock,12:10,16:04,TER,Mon-Fri,63,49
R01161,Hannover,Bremen,12:05,14:28,RJX,Sat-Sun,75,52
R01163,Hannover,Essen,8:40,9:40,AVE,Daily,68,41
R01166,Hannover,Hamburg,13:30,15:21,EuroCity,"Tue,Thu",60,38
R01170,Heidelberg,Bonn,13:40,14:58,RJX,Mon-Fri,52,35
R01171,Heidelberg,Cologne,12:45,16:03,IC,Fri-Sun,97,64
R01174,Heidelberg,Frankfurt,8:25,9:31,AVE,Mon-Fri,68,41
R01175,Heidelberg,Frankfurt,9:20,12:37,Italo,Sat-Sun,128,85
R01179,Helsingborg,Gothenburg,18:00,06:34 (+1d),Nightjet,Fri-Sun,396,264
R01181,Helsingborg,Lund,18:35,20:26,Thalys,Sat-Sun,57,41
R01182,Helsingborg,Lund,18:05,06:25 (+1d),Nightjet,Sat-Sun,347,219
R01190,Helsinki,Bergen,15:10,19:26,RegioExpress,"Mon,Wed,Fri",74,61
R01191,Helsinki,Bergen,13:40,15:50,Thalys,"Tue,Thu",76,56
R01196,Helsinki,Tampere,11:30,12:56,Eurostar,Fri-Sun,64,42
R01198,Helsinki,Turku,12:45,15:27,RE,Daily,47,38
R01199,Helsinki,Turku,12:15,15:02,Intercités,Daily,70,49
R01215,Innsbruck,Graz,11:10,13:43,TGV,"Tue,Thu",111,74
R01216,Innsbruck,Graz,10:00,12:27,Eurostar,"Tue,Thu",80,55
R01218,Innsbruck,Lugano,10:30,14:14,Intercités,Daily,95,67
R01219,Innsbruck,Lugano,15:15,16:29,ICE,"Tue,Thu",65,47
R01221,Innsbruck,Salzburg,16:50,20:49,Intercités,Mon-Fri,62,44
R01222,Innsbruck,Salzburg,15:50,18:41,ICE,Fri-Sun,89,65
R01227,Karlsruhe,Frankfurt,10:05,11:55,TER,"Mon,Wed,Fri",28,21
R01228,Karlsruhe,Frankfurt,21:25,09:54 (+1d),Nightjet,Daily,412,247
R01231,Karlsruhe,Mannheim,17:20,20:10,EuroCity,Daily,79,51
R01232,Karlsruhe,Mannheim,15:55,17:44,RegioExpress,Daily,22,17
R01235,Karlsruhe,Regensburg,17:30,19:16,AVE,Sat-Sun,82,57
R01253,Kiel,Bremen,14:45,16:45,Italo,Sat-Sun,96,60
R01257,Kiel,Hamburg,18:10,20:45,Railjet,Mon-Fri,112,68
R01260,Kiel,Leipzig,15:50,17:57,Thalys,Sat-Sun,86,53
R01263,Kiel,Rostock,15:30,18:08,Italo,"Mon,Wed,Fri",68,48
R01264,Kiel,Rostock,9:00,10:48,RE,Daily,32,24
R01290,Krakow,Warsaw,12:25,14:28,Italo,Mon-Fri,71,49
R01291,Krakow,Warsaw,10:45,13:41,InterCity,Sat-Sun,80,58
R01298,L'Aquila,Naples,15:20,16:58,Thalys,"Mon,Wed,Fri",50,35
R01299,L'Aquila,Rome,18:50,20:26,Thalys,Mon-Fri,61,41
R01302,L'Aquila,Salerno,14:20,16:40,Eurostar,Daily,83,52
R01303,L'Aquila,Salerno,14:35,17:41,Frecciarossa,"Tue,Thu",125,78
R01306,L'Aquila,Terni,10:40,13:57,EuroCity,Mon-Fri,80,56
R01308,La Rochelle,Bordeaux,8:45,11:57,Railjet,Fri-Sun,86,59
R01313,La Rochelle,Limoges,7:25,9:57,TGV,Mon-Fri,80,59
R01315,La Rochelle,Poitiers,14:30,17:44,AVE,"Mon,Wed,Fri",92,61
R01323,La Spezia,Livorno,15:55,18:36,Italo,Fri-Sun,76,53
R01325,La Spezia,Piacenza,10:10,12:06,ICE,"Mon,Wed,Fri",49,33
R01332,Lausanne,Bern,12:15,13:44,RJX,"Tue,Thu",54,36
R01333,Lausanne,Bern,14:55,16:13,EuroCity,Sat-Sun,36,26
R01334,Lausanne,Geneva,18:40,21:57,Eurostar,"Mon,Wed,Fri",107,71
R01335,Lausanne,Geneva,11:20,14:24,RE,Daily,53,44
R01339,Le Mans,Angers,5:00,8:49,TER,"Mon,Wed,Fri",60,46
R01340,Le Mans,Angers,19:50,22:40,Railjet,Mon-Fri,86,59
R01348,Le Mans,Tours,6:15,7:24,Frecciarossa,"Mon,Wed,Fri",43,27
R01349,Le Mans,Tours,10:45,12:21,ICE,"Tue,Thu",45,28
R01352,Leeds,Birmingham,16:30,21:41,RegioExpress,"Mon,Wed,Fri",78,62
R01353,Leeds,Birmingham,18:30,22:42,RE,"Tue,Thu",47,39
R01355,Leeds,Liverpool,13:05,15:45,Thalys,Sat-Sun,101,72
R01357,Leeds,Manchester,13:55,15:51,TGV,Sat-Sun,107,65
R01358,Leeds,Manchester,13:05,15:21,RE,Daily,42,31
R01360,Leeds,Sheffield,9:05,10:42,Thalys,"Mon,Wed,Fri",71,47
R01361,Leeds,Sheffield,12:50,15:03,Frecciarossa,Daily,100,65
R01363,Leicester,Cambridge,9:35,12:08,InterCity,Fri-Sun,68,47
R01365,Leicester,Derby,11:25,13:56,TGV,Sat-Sun,85,60
R01371,Leicester,Plymouth,18:40,21:31,TGV,Daily,90,56
R01372,Leicester,Plymouth,9:35,12:54,InterCity,Daily,70,51
R01373,Leipzig,Berlin,17:20,19:39,ICE,"Tue,Thu",82,61
R01374,Leipzig,Berlin,17:50,21:23,TER,Mon-Fri,53,43
R01382,Leipzig,Kiel,12:05,16:22,RE,Mon-Fri,46,36
R01384,Leipzig,Rostock,18:20,21:11,Eurostar,Mon-Fri,69,46
R01385,Leipzig,Rostock,6:05,8:52,TGV,Daily,93,62
R01388,Lille,Amiens,5:30,7:01,RJX,"Mon,Wed,Fri",60,37
R01391,Lille,Ashford,9:45,11:30,EuroCity,Daily,35,26
R01396,Lille,Calais,7:50,10:50,Intercités,"Mon,Wed,Fri",52,36
R01397,Lille,Calais,16:50,18:10,Eurostar,Mon-Fri,70,47
R01398,Lille,London,11:25,14:18,Railjet,"Mon,Wed,Fri",66,49
R01406,Lille,Rouen,16:55,17:46,AVE,"Mon,Wed,Fri",51,35
R01407,Lille,Rouen,9:25,10:32,EuroCity,Daily,36,25
R01409,Limerick,Cork,18:00,23:46,TER,Daily,77,58
R01410,Limerick,Cork,16:20,19:01,RegioExpress,Sat-Sun,25,20
R01412,Limerick,Galway,18:00,20:40,Thalys,Mon-Fri,106,63
R01413,Limerick,Galway,19:40,21:26,TER,Sat-Sun,25,20
R01414,Limerick,Waterford,11:20,13:03,ICE,"Mon,Wed,Fri",68,46
R01415,Limerick,Waterford,9:10,11:19,Eurostar,Sat-Sun,69,44
R01417,Limoges,Bordeaux,13:35,16:04,AVE,Sat-Sun,102,64
R01420,Limoges,Clermont-Ferrand,15:55,18:41,Italo,Fri-Sun,90,61
R01422,Limoges,La Rochelle,19:00,21:14,Frecciarossa,Mon-Fri,84,53
R01423,Limoges,La Rochelle,10:45,13:42,Italo,Daily,105,78
R01426,Limoges,Lyon,19:35,04:16 (+1d),Nightjet,"Mon,Wed,Fri",256,156
R01445,Linz,Munich,11:45,14:44,Railjet,"Mon,Wed,Fri",121,89
R01446,Linz,Munich,7:20,10:44,RJX,Daily,134,81
R01447,Linz,Salzburg,12:25,13:48,Thalys,Daily,57,39
R01448,Linz,Salzburg,9:25,12:00,EuroCity,Mon-Fri,71,50
R01449,Linz,Vienna,9:40,10:55,RJX,Mon-Fri,45,29
R01451,Lisbon,Madrid,15:35,21:22,InterCity,"Tue,Thu",114,75
R01457,Lisbon,Vigo,11:05,12:19,RJX,Daily,65,44
R01459,Liverpool,Leeds,10:15,11:40,AVE,"Tue,Thu",53,35
R01462,Liverpool,Manchester,9:50,11:52,Railjet,Daily,80,48
R01466,Liverpool,Newcastle,8:30,10:33,ICE,Daily,85,63
R01467,Liverpool,Newcastle,9:00,11:04,Intercités,Mon-Fri,31,23
R01473,Livorno,Arezzo,15:25,17:27,TGV,Mon-Fri,63,44
R01474,Livorno,Arezzo,7:35,10:13,AVE,Sat-Sun,87,58
R01476,Livorno,Florence,7:50,9:35,RJX,Daily,73,52
R01477,Livorno,Florence,16:10,18:37,TER,Daily,42,34
R01480,Livorno,La Spezia,13:15,14:52,Frecciarossa,"Tue,Thu",54,35
R01481,Livorno,La Spezia,14:05,15:41,RJX,Mon-Fri,54,35
R01482,Livorno,Pisa,16:10,19:16,Thalys,Daily,139,92
R01492,Ljubljana,Maribor,14:30,17:09,Thalys,"Mon,Wed,Fri",83,56
R01493,Ljubljana,Maribor,9:15,10:54,RJX,"Tue,Thu",51,35
R01501,Ljubljana,Trieste,14:35,18:22,IC,"Tue,Thu",89,68
R01502,Ljubljana,Trieste,8:00,11:51,Intercités,"Tue,Thu",116,76
R01504,Ljubljana,Zagreb,12:55,15:24,IC,Sat-Sun,46,30
R01505,Ljubljana,Zagreb,11:05,12:19,Frecciarossa,"Mon,Wed,Fri",64,42
R01523,London,Ashford,12:30,15:19,IC,Mon-Fri,71,55
R01528,London,Lille,8:35,10:24,Frecciarossa,Fri-Sun,39,28
R01529,London,Lille,6:10,8:08,Thalys,Daily,49,35
R01534,Lublin,Warsaw,13:15,15:35,Italo,Mon-Fri,60,42
R01535,Lublin,Warsaw,19:35,21:33,Eurostar,Mon-Fri,74,51
R01540,Lucerne,Geneva,6:10,8:21,InterCity,Sat-Sun,54,36
R01544,Lucerne,Lausanne,11:25,13:03,Frecciarossa,Mon-Fri,62,40
R01545,Lucerne,Lugano,13:55,16:07,TGV,"Mon,Wed,Fri",79,48
R01549,Lucerne,St. Gallen,15:25,17:14,Italo,Mon-Fri,51,36
R01550,Lucerne,St. Gallen,13:50,16:59,InterCity,"Tue,Thu",61,46
R01555,Lugano,Lucerne,9:45,14:36,TER,"Tue,Thu",68,51
R01556,Lugano,Lucerne,12:35,14:04,Italo,"Mon,Wed,Fri",54,39
R01558,Lugano,Salzburg,12:45,14:00,Intercités,Mon-Fri,42,31
R01559,Lugano,St. Gallen,11:45,14:42,RJX,Daily,118,72
R01562,Lund,Aalborg,9:55,12:52,Italo,Daily,84,62
R01565,Lund,Gothenburg,13:50,16:40,RE,Daily,33,27
R01566,Lund,Helsingborg,14:25,17:23,RE,"Tue,Thu",27,22
R01571,Lyon,Avignon,9:50,12:54,Railjet,Fri-Sun,112,73
R01572,Lyon,Avignon,12:10,13:29,TGV,Daily,60,43
R01576,Lyon,Clermont-Ferrand,5:45,8:17,Frecciarossa,"Mon,Wed,Fri",84,51
R01580,Lyon,Geneva,15:45,17:53,RJX,Mon-Fri,69,47
R01583,Lyon,Grenoble,13:50,16:09,Intercités,Mon-Fri,58,38
R01587,Lyon,Paris,19:30,21:31,ICE,"Mon,Wed,Fri",58,42
R01589,Madrid,Bordeaux,10:25,13:06,Intercités,Daily,45,32
R01597,Madrid,Lisbon,6:30,15:42,RegioExpress,Daily,101,75
R01598,Madrid,Paris,16:20,22:45,InterCity,"Mon,Wed,Fri",149,94
R01599,Madrid,Paris,13:50,19:05,Railjet,"Mon,Wed,Fri",197,143
R01605,Madrid,Toledo,9:35,12:32,EuroCity,Fri-Sun,55,40
R01606,Madrid,Toledo,13:55,16:22,IC,"Mon,Wed,Fri",61,43
R01607,Madrid,Valladolid,12:15,13:12,Thalys,"Tue,Thu",62,41
R01629,Manchester,Amsterdam,17:45,20:11,InterCity,"Mon,Wed,Fri",69,46
R01632,Manchester,Birmingham,11:05,13:36,AVE,"Tue,Thu",109,68
R01637,Manchester,Liverpool,16:45,18:50,AVE,Sat-Sun,69,50
R01640,Mannheim,Frankfurt,16:35,18:07,Railjet,"Tue,Thu",57,35
R01641,Mannheim,Frankfurt,10:35,13:37,RE,"Mon,Wed,Fri",48,35
R01645,Mannheim,Karlsruhe,12:40,16:17,IC,"Mon,Wed,Fri",65,43
R01646,Mannheim,Stuttgart,19:00,22:00,InterCity,"Tue,Thu",94,61
R01647,Mannheim,Stuttgart,9:15,11:51,TGV,Fri-Sun,72,50
R01652,Maribor,Ljubljana,15:00,17:12,Railjet,"Tue,Thu",72,47
R01653,Maribor,Ljubljana,7:20,9:16,Italo,"Tue,Thu",67,40
R01659,Maribor,Rijeka,20:25,08:31 (+1d),Nightjet,"Tue,Thu",367,242
R01662,Maribor,Zagreb,7:05,11:03,RE,Fri-Sun,48,37
R01663,Maribor,Zagreb,15:15,18:29,Eurostar,Daily,111,82
R01665,Marseille,Nice,19:15,21:45,EuroCity,Daily,40,27
R01667,Marseille,Paris,14:15,15:35,RJX,Daily,80,51
R01668,Marseille,Paris,9:50,12:37,Thalys,"Mon,Wed,Fri",99,67
R01673,Messina,Palermo,8:35,10:57,Eurostar,"Mon,Wed,Fri",89,59
R01674,Messina,Palermo,7:50,9:45,InterCity,Sat-Sun,39,30
R01678,Messina,Taranto,15:00,19:51,RE,Daily,64,47
R01683,Metz,Mulhouse,11:30,15:00,IC,Fri-Sun,66,47
R01685,Metz,Nancy,12:45,13:45,TGV,Fri-Sun,48,31
R01686,Metz,Nancy,6:55,8:51,RJX,Fri-Sun,81,56
R01689,Metz,Reims,12:20,17:41,TER,Mon-Fri,58,44
R01693,Metz,Strasbourg,12:35,13:45,Eurostar,"Tue,Thu",52,38
R01694,Milan,Bergamo,9:25,11:32,Eurostar,Sat-Sun,53,38
R01703,Milan,Rome,5:45,11:31,InterCity,Sat-Sun,122,77
R01705,Milan,Turin,12:45,14:43,Railjet,"Tue,Thu",65,42
R01713,Milan,Zurich,17:05,22:22,TGV,Fri-Sun,169,106
R01720,Modena,Parma,10:15,12:36,IC,"Mon,Wed,Fri",49,32
R01724,Modena,Reggio Emilia,11:05,13:21,IC,Fri-Sun,55,41
R01726,Montpellier,Narbonne,16:30,21:03,InterCity,Sat-Sun,104,80
R01727,Montpellier,Narbonne,12:55,15:51,Railjet,Fri-Sun,105,68
R01733,Mostar,Belgrade,14:10,18:57,TER,"Mon,Wed,Fri",62,50
R01734,Mostar,Belgrade,6:55,9:49,Railjet,Daily,88,61
R01740,Mostar,Sarajevo,13:15,14:59,Eurostar,Daily,54,40
R01742,Mostar,Split,12:10,13:49,Railjet,Daily,85,51
R01750,Mulhouse,Metz,19:40,22:21,RJX,"Tue,Thu",114,73
R01752,Mulhouse,Nancy,12:15,16:56,RegioExpress,Fri-Sun,82,59
R01753,Mulhouse,Nancy,7:20,10:26,RJX,"Mon,Wed,Fri",84,57
R01755,Mulhouse,Paris,21:55,08:02 (+1d),Nightjet,Sat-Sun,344,192
R01756,Mulhouse,Paris,10:55,13:21,RE,"Tue,Thu",41,32
R01760,Munich,Augsburg,16:20,19:07,RegioExpress,"Tue,Thu",48,35
R01762,Munich,Linz,14:10,16:54,AVE,"Mon,Wed,Fri",94,67
R01765,Munich,Nuremberg,11:55,13:35,TER,"Mon,Wed,Fri",29,22
R01768,Munich,Salzburg,8:50,12:21,IC,Fri-Sun,110,73
R01771,Munich,Vienna,17:15,21:48,Frecciarossa,Sat-Sun,158,113
R01773,Munich,Zurich,14:35,21:12,TER,Daily,74,61
R01776,Murcia,Alicante,9:20,11:34,IC,"Tue,Thu",50,34
R01777,Murcia,Alicante,8:10,11:34,RegioExpress,Mon-Fri,56,42
R01781,Murcia,Cartagena,18:30,03:11 (+1d),Nightjet,"Tue,Thu",333,180
R01784,Murcia,Valencia,12:20,14:23,TGV,Mon-Fri,85,53
R01801,Nancy,Metz,17:25,19:58,EuroCity,Daily,66,45
R01802,Nancy,Metz,15:25,18:09,ICE,Daily,80,48
R01810,Nantes,Angers,15:35,17:40,AVE,Fri-Sun,92,62
R01818,Nantes,Le Mans,18:45,20:33,AVE,"Mon,Wed,Fri",56,41
R01819,Nantes,Le Mans,15:35,17:18,InterCity,Mon-Fri,52,36
R01820,Nantes,Rennes,7:05,9:26,RegioExpress,Daily,28,21
R01821,Nantes,Rennes,18:20,21:22,TGV,Daily,82,57
R01823,Naples,Bari,17:40,19:59,TER,Sat-Sun,27,21
R01826,Naples,L'Aquila,16:45,20:11,Italo,Daily,110,73
R01828,Naples,Rome,9:20,12:23,TER,Fri-Sun,42,31
R01829,Naples,Rome,18:15,21:18,InterCity,Mon-Fri,82,61
R01830,Naples,Salerno,15:25,18:31,Thalys,Sat-Sun,107,68
R01831,Naples,Salerno,14:40,16:32,InterCity,Daily,56,37
R01833,Naples,Terni,13:00,15:43,Italo,"Mon,Wed,Fri",124,89
R01834,Naples,Terni,5:55,8:12,IC,Mon-Fri,56,43
R01836,Narbonne,Montpellier,18:50,23:48,TER,Mon-Fri,73,58
R01837,Narbonne,Montpellier,10:30,13:19,EuroCity,"Mon,Wed,Fri",46,36
R01840,Narbonne,Perpignan,15:45,19:14,Eurostar,"Mon,Wed,Fri",120,71
R01842,Newcastle,Edinburgh,14:05,18:37,RegioExpress,Mon-Fri,73,59
R01846,Newcastle,Sheffield,14:55,18:06,RegioExpress,"Mon,Wed,Fri",54,45
R01848,Newcastle,York,9:50,12:33,Frecciarossa,Daily,101,70
R01849,Newcastle,York,18:45,21:26,RE,Daily,47,37
R01853,Nice,Marseille,11:35,13:35,ICE,Daily,76,48
R01881,Nottingham,Derby,5:35,7:49,AVE,"Mon,Wed,Fri",68,46
R01886,Nottingham,Leicester,17:25,19:18,Intercités,Mon-Fri,34,26
R01889,Nottingham,Plymouth,17:50,21:12,Italo,Mon-Fri,129,81
R01890,Nottingham,Plymouth,13:05,15:31,AVE,"Mon,Wed,Fri",100,59
R01891,Novi Sad,Belgrade,9:40,13:12,InterCity,"Mon,Wed,Fri",84,60
R01892,Novi Sad,Belgrade,15:55,19:28,RE,"Tue,Thu",51,39
R01894,Novi Sad,Mostar,14:45,17:58,Intercités,Daily,82,58
R01901,Novi Sad,Sofia,10:25,11:26,Intercités,Fri-Sun,37,29
R01905,Nuremberg,Augsburg,7:25,10:12,AVE,"Tue,Thu",72,52
R01908,Nuremberg,Munich,12:40,14:08,Italo,Daily,50,30
R01910,Nuremberg,Regensburg,13:20,15:41,RE,Fri-Sun,34,26
R01911,Nuremberg,Regensburg,10:05,13:14,EuroCity,"Tue,Thu",104,66
R01915,Nuremberg,Stuttgart,13:45,17:29,Eurostar,"Mon,Wed,Fri",122,87
R01926,Odense,Aalborg,10:25,12:59,TER,Fri-Sun,36,29
R01927,Odense,Aalborg,19:15,05:36 (+1d),Nightjet,Daily,309,170
R01933,Oslo,Drammen,12:20,15:49,IC,Sat-Sun,70,52
R01934,Oslo,Drammen,15:40,19:47,Intercités,Sat-Sun,79,50
R01936,Oslo,Gothenburg,8:25,18:19,RE,"Mon,Wed,Fri",97,80
R01942,Oslo,Trondheim,12:20,14:24,Eurostar,"Tue,Thu",60,40
R01944,Ostrava,Bratislava,12:40,17:25,TER,"Mon,Wed,Fri",81,65
R01946,Ostrava,Brno,15:10,17:40,Intercités,Daily,92,58
R01956,Oulu,Tampere,17:40,20:03,Intercités,Sat-Sun,40,29
R01957,Oulu,Tampere,13:20,15:09,AVE,"Mon,Wed,Fri",53,39
R01959,Oulu,Turku,16:10,18:01,ICE,"Tue,Thu",55,38
R01960,Oulu,Turku,10:45,16:18,TER,Sat-Sun,83,63
R01965,Oviedo,Bilbao,10:20,13:01,Intercités,"Mon,Wed,Fri",63,48
R01966,Oviedo,Bilbao,16:00,17:35,Railjet,Sat-Sun,32,22
R01975,Oxford,Cambridge,15:50,18:34,RegioExpress,Fri-Sun,41,34
R01976,Oxford,Cambridge,10:10,13:11,Railjet,Mon-Fri,99,68
R01978,Oxford,Derby,15:45,18:40,EuroCity,Fri-Sun,82,54
R01979,Oxford,Derby,12:55,15:47,Intercités,Mon-Fri,51,33
R01982,Oxford,Portsmouth,14:15,17:48,InterCity,Daily,77,52
R01983,Oxford,Portsmouth,17:45,20:43,AVE,Fri-Sun,101,70
R01984,Oxford,Southampton,7:00,9:32,InterCity,Sat-Sun,74,54
R01985,Oxford,Southampton,19:45,03:58 (+1d),Nightjet,Daily,278,144
R01989,Padua,Trento,9:10,11:27,ICE,Daily,73,51
R01991,Padua,Venice,9:15,12:17,Railjet,"Mon,Wed,Fri",87,60
R01992,Padua,Venice,10:00,12:01,RJX,Mon-Fri,75,52
R01994,Padua,Verona,19:15,07:59 (+1d),Nightjet,Daily,428,256
R01996,Padua,Vicenza,12:15,14:42,EuroCity,Daily,64,42
R01997,Padua,Vicenza,16:25,17:54,ICE,Sat-Sun,49,33
R02001,Palermo,Catania,12:20,14:42,TGV,Fri-Sun,83,62
R02005,Palermo,Messina,15:55,17:30,RegioExpress,Sat-Sun,23,18
R02010,Pamplona,Burgos,7:20,8:20,RJX,"Tue,Thu",56,36
R02016,Pamplona,San Sebastián,14:20,17:16,EuroCity,Fri-Sun,75,49
R02019,Pamplona,Zaragoza,10:25,12:50,Italo,Sat-Sun,101,64
R02022,Paris,Amsterdam,11:20,15:05,Frecciarossa,Daily,127,81
R02023,Paris,Amsterdam,19:50,22:01,Railjet,Sat-Sun,58,42
R02024,Paris,Ashford,6:05,8:41,Eurostar,Daily,90,60
R02025,Paris,Ashford,14:35,17:29,InterCity,"Tue,Thu",50,33
R02027,Paris,Besançon,16:50,19:06,Railjet,"Tue,Thu",90,64
R02031,Paris,Bordeaux,17:00,18:47,RJX,Fri-Sun,54,38
R02035,Paris,Brussels,9:15,11:25,TGV,Mon-Fri,66,40
R02039,Paris,London,12:15,20:08,InterCity,"Tue,Thu",145,111
R02044,Paris,Madrid,14:30,19:53,InterCity,Mon-Fri,104,67
R02045,Paris,Madrid,12:15,17:33,EuroCity,Daily,137,102
R02047,Paris,Marseille,11:20,15:41,TER,"Tue,Thu",56,46
R02049,Paris,Mulhouse,17:20,20:49,EuroCity,Fri-Sun,101,65
R02050,Paris,Mulhouse,7:10,9:58,IC,"Tue,Thu",76,52
R02051,Paris,Rouen,7:00,9:55,TER,Sat-Sun,38,28
R02052,Paris,Rouen,12:20,14:16,RJX,"Tue,Thu",61,42
R02058,Paris,Versailles,5:30,7:34,Frecciarossa,"Mon,Wed,Fri",63,43
R02059,Paris,Versailles,18:05,21:03,AVE,"Mon,Wed,Fri",70,48
R02062,Parma,Bologna,8:10,12:33,RegioExpress,Sat-Sun,86,64
R02063,Parma,Bologna,17:05,19:11,IC,"Tue,Thu",44,34
R02067,Parma,Modena,17:55,22:19,Intercités,Daily,84,54
R02069,Parma,Piacenza,13:50,15:53,Railjet,Sat-Sun,73,53
R02072,Parma,Reggio Emilia,12:30,15:21,Thalys,Mon-Fri,77,50
R02073,Perpignan,Barcelona,18:25,20:06,RJX,"Mon,Wed,Fri",53,38
R02074,Perpignan,Barcelona,10:05,13:57,Intercités,Sat-Sun,94,72
R02083,Perugia,Arezzo,6:40,9:32,ICE,"Mon,Wed,Fri",85,54
R02084,Perugia,Florence,13:05,16:34,Intercités,Mon-Fri,83,64
R02085,Perugia,Florence,16:45,20:43,IC,Daily,85,63
R02087,Perugia,Rimini,19:45,22:16,TGV,"Tue,Thu",70,47
R02088,Perugia,Rimini,15:00,17:31,ICE,Daily,81,48
R02089,Piacenza,Genoa,18:15,02:13 (+1d),Nightjet,Sat-Sun,243,145
R02090,Piacenza,Genoa,11:35,14:20,Italo,Daily,106,70
R02100,Pisa,Florence,14:40,16:04,Frecciarossa,Daily,44,32
R02104,Pisa,La Spezia,7:25,9:09,IC,"Tue,Thu",44,28
R02105,Pisa,La Spezia,15:00,18:26,RegioExpress,"Tue,Thu",56,44
R02107,Pisa,Livorno,18:35,23:45,RE,Fri-Sun,85,63
R02108,Pisa,Livorno,15:30,18:49,RJX,"Tue,Thu",123,77
R02110,Plovdiv,Burgas,20:25,05:01 (+1d),Nightjet,Mon-Fri,251,160
R02117,Plovdiv,Sofia,9:45,11:49,RJX,Fri-Sun,55,38
R02120,Plovdiv,Varna,19:00,21:55,Thalys,Fri-Sun,102,65
R02121,Plovdiv,Varna,11:00,13:45,Railjet,Daily,107,70
R02123,Plymouth,Exeter,12:40,15:17,Railjet,Daily,95,61
R02126,Plymouth,Leicester,10:25,12:02,Italo,Daily,44,27
R02128,Plymouth,Nottingham,8:40,12:25,TER,Daily,71,55
R02130,Plymouth,Swansea,6:40,9:18,IC,"Tue,Thu",58,41
R02141,Poitiers,Bordeaux,20:00,07:46 (+1d),Nightjet,"Mon,Wed,Fri",335,182
R02145,Poitiers,La Rochelle,19:50,23:31,RE,"Mon,Wed,Fri",61,47
R02146,Poitiers,La Rochelle,15:30,19:10,Railjet,Sat-Sun,88,58
R02148,Poitiers,Le Mans,15:50,18:00,Eurostar,Fri-Sun,75,51
R02149,Poitiers,Le Mans,13:45,16:36,RegioExpress,Fri-Sun,47,36
R02153,Porto,Lisbon,7:35,11:43,TER,"Tue,Thu",61,48
R02154,Porto,Lisbon,7:45,10:06,Intercités,"Tue,Thu",63,41
R02156,Porto,Santiago de Compostela,18:25,04:48 (+1d),Nightjet,"Tue,Thu",327,187
R02158,Porto,Vigo,6:40,8:56,RJX,Mon-Fri,75,55
